word,embedding,score,diff
heating,-0.116,0.0,0.116
thrill,0.054,-0.7,0.754
consume,-0.141,0.0,0.141
fly,-0.088,0.0,0.088
hug,0.119,0.0,0.119
knowledge,-0.133,-1.0,0.867
shield,-0.544,0.8,1.344
transit,-0.248,-0.1,0.148
solitude,-0.158,-0.9,0.742
heat,-0.222,0.0,0.222
fasten,0.113,0.0,0.113
celebration,0.16,-0.8,0.96
hit,0.208,0.0,0.208
flush,0.139,0.0,0.139
adventure,-0.082,-0.3,0.218
peel,-0.207,0.0,0.207
song,-0.007,-0.5,0.493
elegance,0.306,-0.7,1.006
recreation,-0.366,-0.3,0.066
roar,-0.104,0.0,0.104
trumpet,-0.494,0.5,0.994
container,-0.041,1.0,1.041
aroma,0.011,0.2,0.189
childhood,-0.506,-0.9,0.394
measurement,-0.342,0.1,0.442
sanitation,-0.219,0.8,1.019
vibration,-0.02,0.3,0.32
dry,-0.073,-0.2,0.127
growth,0.074,-0.3,0.374
safety,-0.193,0.5,0.693
swing,0.043,0.3,0.257
crave,0.23,-0.5,0.73
ride,0.348,0.4,0.052
sharpness,-0.263,0.2,0.463
stride,-0.064,0.2,0.264
graze,0.121,0.5,0.379
excitement,-0.039,-0.8,0.761
sit,0.177,0.1,0.077
indulge,0.31,-0.5,0.81
acidity,-0.144,0.2,0.344
prong,-0.253,0.9,1.153
chop,-0.269,0.6,0.869
munch,-0.132,0.6,0.732
person,-0.046,1.0,1.046
bicycle,-0.379,1.0,1.379
car,-0.001,1.0,1.001
motorcycle,-0.249,1.0,1.249
airplane,-0.452,1.0,1.452
bus,-0.312,1.0,1.312
train,-0.395,1.0,1.395
truck,-0.003,1.0,1.003
boat,-0.199,1.0,1.199
traffic light,-0.066,0.9,0.966
fire hydrant,-0.073,0.9,0.973
stop sign,-0.055,1.0,1.055
parking meter,0.156,1.0,0.844
bench,-0.258,1.0,1.258
bird,-0.452,1.0,1.452
cat,-0.094,1.0,1.094
dog,-0.22,1.0,1.22
horse,-0.269,1.0,1.269
sheep,-0.366,1.0,1.366
cow,-0.421,1.0,1.421
elephant,-0.308,1.0,1.308
bear,-0.208,1.0,1.208
zebra,-0.321,1.0,1.321
giraffe,-0.395,1.0,1.395
backpack,-0.124,1.0,1.124
umbrella,0.046,1.0,0.954
handbag,-0.211,1.0,1.211
tie,0.02,1.0,0.98
suitcase,-0.049,1.0,1.049
frisbee,0.167,1.0,0.833
skis,0.236,1.0,0.764
snowboard,0.292,1.0,0.708
sports ball,0.026,1.0,0.974
kite,-0.271,1.0,1.271
baseball bat,-0.186,1.0,1.186
baseball glove,-0.352,1.0,1.352
skateboard,-0.031,1.0,1.031
surfboard,0.042,1.0,0.958
tennis racket,0.305,1.0,0.695
bottle,0.046,1.0,0.954
wine glass,-0.24,1.0,1.24
cup,-0.04,1.0,1.04
fork,-0.149,1.0,1.149
knife,-0.351,1.0,1.351
spoon,-0.082,1.0,1.082
bowl,0.061,1.0,0.939
banana,-0.381,1.0,1.381
apple,-0.572,1.0,1.572
sandwich,-0.215,1.0,1.215
orange,-0.306,1.0,1.306
broccoli,0.283,1.0,0.717
carrot,-0.142,1.0,1.142
hot dog,-0.028,1.0,1.028
pizza,-0.103,1.0,1.103
donut,-0.157,1.0,1.157
cake,0.055,1.0,0.945
chair,-0.265,1.0,1.265
couch,0.028,1.0,0.972
potted plant,-0.165,1.0,1.165
bed,-0.04,1.0,1.04
dining table,-0.316,1.0,1.316
toilet,-0.259,1.0,1.259
tv,-0.038,1.0,1.038
laptop,-0.108,1.0,1.108
mouse,-0.537,1.0,1.537
remote,-0.082,1.0,1.082
keyboard,0.012,1.0,0.988
cell phone,0.032,1.0,0.968
microwave,-0.156,1.0,1.156
oven,-0.224,1.0,1.224
toaster,-0.074,1.0,1.074
sink,-0.224,1.0,1.224
refrigerator,-0.079,1.0,1.079
book,-0.041,1.0,1.041
clock,-0.062,1.0,1.062
vase,-0.1,1.0,1.1
scissors,-0.139,1.0,1.139
teddy bear,-0.176,1.0,1.176
hair drier,0.063,1.0,0.937
toothbrush,-0.09,1.0,1.09
#,0.237,0.0,0.237
$,0.142,0.0,0.142
US$,-0.266,0.0,0.266
C$,0.359,0.0,0.359
'',0.762,0.0,0.762
",",0.157,0.0,0.157
Wa,-0.113,0.0,0.113
.,0.541,0.0,0.541
?,-0.361,0.0,0.361
!,0.162,0.0,0.162
--,0.791,0.0,0.791
;,-0.11,0.0,0.11
:,-0.151,0.0,0.151
...,0.718,0.0,0.718
-,0.498,0.0,0.498
and,-0.313,0.0,0.313
or,-0.197,-0.2,0.003
But,-0.117,-0.2,0.083
but,-0.117,-0.2,0.083
million,0.208,-0.2,0.408
billion,0.065,-0.3,0.365
one,-0.408,0.0,0.408
two,-0.44,0.0,0.44
10,0.188,0.0,0.188
the,-0.322,0.0,0.322
a,-0.003,0.0,0.003
The,-0.322,0.0,0.322
an,-0.23,0.0,0.23
this,-0.124,0.0,0.124
there,-0.2,0.0,0.2
There,-0.2,0.0,0.2
Perestroika,-0.444,-0.5,0.056
besuboru,-0.323,0.0,0.323
de,0.096,0.0,0.096
etc.,0.344,-0.2,0.544
of,-0.174,0.0,0.174
for,0.126,0.0,0.126
on,-0.013,0.0,0.013
new,-0.034,-0.3,0.266
other,-0.439,-0.2,0.239
last,0.384,-0.3,0.684
many,-0.091,-0.3,0.209
higher,-0.054,-0.7,0.646
lower,-0.362,-0.7,0.338
largest,0.205,-0.4,0.605
least,-0.155,-0.6,0.445
latest,0.237,-0.4,0.637
best,-0.255,-0.6,0.345
1,-0.177,0.0,0.177
2,0.018,0.0,0.018
3,-0.021,0.0,0.021
4,0.773,0.1,0.673
5,0.249,0.1,0.149
will,0.433,-0.9,1.333
would,-0.095,-0.9,0.805
could,0.057,-0.9,0.957
can,0.158,-0.9,1.058
may,0.039,-0.9,0.939
%,0.085,0.1,0.015
company,-0.087,0.9,0.987
year,-0.149,0.1,0.249
market,0.027,0.2,0.173
trading,-0.064,0.3,0.364
Mr.,0.188,0.8,0.612
U.S.,-0.24,0.8,1.04
New,-0.034,0.3,0.334
Corp.,0.129,0.9,0.771
York,-0.112,0.8,0.912
Containers,0.041,1.0,0.959
Securities,-0.072,0.8,0.872
Industries,-0.406,0.9,1.306
Materials,-0.34,0.9,1.24
Soviets,-0.457,0.1,0.557
years,0.154,0.1,0.054
shares,-0.053,0.6,0.653
prices,0.305,0.7,0.395
cents,-0.006,0.5,0.506
funds,-0.21,-0.7,0.49
all,0.129,-0.8,0.929
such,-0.202,-0.8,0.598
half,-0.275,0.3,0.575
Such,-0.202,0.0,0.202
All,0.129,0.0,0.129
',0.577,0.0,0.577
it,-0.163,0.0,0.163
he,-0.057,0.0,0.057
they,0.012,0.0,0.012
I,0.018,0.0,0.018
It,-0.163,0.0,0.163
its,-0.013,0.0,0.013
their,-0.041,0.0,0.041
his,0.05,0.0,0.05
her,-0.184,0.0,0.184
our,-0.187,0.0,0.187
n't,0.58,0.0,0.58
also,-0.367,0.0,0.367
not,-0.222,0.0,0.222
only,-0.199,0.0,0.199
even,0.148,0.0,0.148
more,-0.088,-0.2,0.112
earlier,-0.354,-0.2,0.154
less,-0.204,-0.2,0.004
better,-0.089,-0.2,0.111
longer,0.079,-0.2,0.279
most,-0.164,-0.2,0.036
Most,-0.164,-0.2,0.036
up,-0.114,0.1,0.214
out,-0.002,0.1,0.102
off,-0.068,0.1,0.168
in,-0.302,0.1,0.402
down,-0.112,0.1,0.212
&,0.678,0.0,0.678
to,-0.472,-0.1,0.372
To,-0.472,-0.1,0.372
TO,-0.472,-0.1,0.372
OK,-0.0,0.0,0.0
Oh,0.256,0.0,0.256
no,-0.012,0.0,0.012
be,0.129,-0.2,0.329
make,-0.192,-0.1,0.092
buy,0.191,0.3,0.109
take,-0.147,0.1,0.247
said,0.052,-0.2,0.252
was,-0.062,-0.2,0.138
were,0.064,-0.2,0.264
had,-0.149,-0.2,0.051
did,-0.15,-0.1,0.05
including,-0.289,-0.4,0.111
according,0.038,-0.5,0.538
being,0.045,-0.4,0.445
growing,0.121,-0.3,0.421
trying,-0.35,-0.2,0.15
been,0.032,-0.3,0.332
expected,0.133,-0.2,0.333
made,-0.153,0.0,0.153
compared,0.121,-0.4,0.521
based,-0.157,-0.5,0.343
are,0.022,-0.3,0.322
have,-0.134,-0.3,0.166
say,0.002,-0.2,0.202
do,-0.08,-0.1,0.02
're,0.713,0.0,0.713
is,-0.021,0.0,0.021
has,-0.07,0.0,0.07
says,0.208,0.0,0.208
's,0.388,0.0,0.388
does,0.086,0.0,0.086
which,0.094,0.0,0.094
that,-0.204,0.0,0.204
That,-0.204,0.0,0.204
THAT,-0.204,0.0,0.204
who,-0.114,0.0,0.114
what,-0.176,-0.6,0.424
What,-0.176,-0.6,0.424
whom,0.027,0.0,0.027
Who,-0.114,0.0,0.114
whose,0.213,0.0,0.213
when,-0.024,-0.8,0.776
where,0.16,-0.8,0.96
how,-0.185,-0.7,0.515
When,-0.024,-0.8,0.776
why,-0.345,-0.7,0.355
``,0.64,0.0,0.64
`,0.502,0.0,0.502
