cake,NN,0
chair,NN,0
couch,NN,0
potted plant,NN,0
bed,NN,0
dining table,NN,0
toilet,NN,0
tv,NN,0
laptop,NN,0
mouse,NN,0
remote,NN,0
keyboard,NN,0
cell phone,NN,0
microwave,NN,0
oven,NN,0
toaster,NN,0
sink,NN,0
refrigerator,NN,0
book,NN,0
clock,NN,0
vase,NN,0
scissors,NN,0
teddy bear,NN,0
hair drier,NN,0
toothbrush,NN,0
#,#,16
$,$,718
US$,$,4
C$,$,2
'','',684
",",",",4885
Wa,",",1
.,.,3828
?,.,40
!,.,6
--,:,230
;,:,171
:,:,142
...,:,16
-,:,4
and,CC,1505
or,CC,291
But,CC,157
but,CC,150
million,CD,383
billion,CD,159
one,CD,121
two,CD,103
10,CD,51
the,DT,4038
a,DT,1874
The,DT,713
an,DT,316
this,DT,184
there,EX,56
There,EX,32
Perestroika,FW,1
besuboru,FW,1
de,FW,1
etc.,FW,1
of,IN,2319
for,IN,815
on,IN,483
new,JJ,162
other,JJ,134
last,JJ,86
many,JJ,83
higher,JJR,47
lower,JJR,30
largest,JJS,28
least,JJS,24
latest,JJS,22
best,JJS,12
1,LS,3
2,LS,3
3,LS,3
4,LS,1
5,LS,1
will,MD,280
would,MD,209
could,MD,120
can,MD,93
may,MD,70
%,NN,445
company,NN,260
year,NN,212
market,NN,176
trading,NN,144
Mr.,NNP,375
U.S.,NNP,220
New,NNP,159
Corp.,NNP,117
York,NNP,107
Containers,NNPS,16
Securities,NNPS,16
Industries,NNPS,12
Materials,NNPS,10
Soviets,NNPS,8
years,NNS,115
shares,NNS,114
prices,NNS,86
cents,NNS,70
funds,NNS,67
all,PDT,14
such,PDT,5
half,PDT,4
Such,PDT,2
All,PDT,1
',POS,63
it,PRP,476
he,PRP,230
they,PRP,210
I,PRP,113
It,PRP,100
its,PRP$,332
their,PRP$,181
his,PRP$,121
her,PRP$,33
our,PRP$,26
n't,RB,325
also,RB,147
not,RB,133
only,RB,68
even,RB,64
more,RBR,86
earlier,RBR,11
less,RBR,11
better,RBR,9
longer,RBR,4
most,RBS,33
Most,RBS,2
up,RP,77
out,RP,47
off,RP,27
in,RP,15
down,RP,14
&,SYM,1
to,TO,2161
To,TO,17
TO,TO,1
OK,UH,1
Oh,UH,1
no,UH,1
be,VB,356
make,VB,63
buy,VB,47
take,VB,43
said,VBD,614
was,VBD,367
were,VBD,197
had,VBD,160
did,VBD,62
including,VBG,38
according,VBG,34
being,VBG,33
growing,VBG,22
trying,VBG,22
been,VBN,150
expected,VBN,52
made,VBN,33
compared,VBN,32
based,VBN,31
are,VBP,367
have,VBP,221
say,VBP,56
do,VBP,51
're,VBP,29
is,VBZ,671
has,VBZ,338
says,VBZ,210
's,VBZ,103
does,VBZ,54
which,WDT,224
that,WDT,214
That,WDT,2
THAT,WDT,1
who,WP,163
what,WP,49
What,WP,19
whom,WP,6
Who,WP,4
whose,WP$,14
when,WRB,77
where,WRB,34
how,WRB,25
When,WRB,21
why,WRB,8
``,``,702
`,``,10
